date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT,year,month,day,hour,weekday,OT_rolling_mean_24h,OT_rolling_std_24h,OT_lag_1,OT_lag_3,OT_lag_6,OT_lag_12,OT_lag_24
2016-07-02 01:00:00,5.1570000648498535,3.013999938964844,2.878000020980835,1.350000023841858,2.345000028610229,1.4320000410079956,19.69700050354004,2016,7,2,1,5,20.5354167620341,2.8683343206446,21.10400009155273,18.009000778198242,18.71199989318848,18.57200050354004,30.5310001373291
2016-07-02 02:00:00,5.1570000648498535,3.1480000019073486,2.878000020980835,1.4919999837875366,2.2839999198913574,1.4320000410079956,20.04899978637696,2016,7,2,2,5,20.213000059127808,2.417195038076452,19.69700050354004,19.76799964904785,17.868000030517578,19.55599975585937,27.78700065612793
2016-07-02 03:00:00,5.1570000648498535,3.0810000896453857,2.9140000343322754,1.4919999837875366,2.193000078201294,1.4010000228881836,20.75200080871582,2016,7,2,3,5,19.91987506548564,1.808771323031496,20.04899978637696,21.10400009155273,18.009000778198242,17.305000305175778,27.78700065612793
2016-07-02 04:00:00,4.554999828338623,3.0810000896453857,2.45199990272522,1.4919999837875366,2.193000078201294,1.4010000228881836,21.38500022888184,2016,7,2,4,5,19.76741671562195,1.4829482811255337,20.75200080871582,19.69700050354004,18.009000778198242,19.48600006103516,25.04400062561035
2016-07-02 05:00:00,5.425000190734863,3.282000064849853,3.0920000076293945,1.7059999704360962,2.437000036239624,1.462000012397766,22.229999542236328,2016,7,2,5,5,19.77916669845581,1.5019722733863332,21.38500022888184,20.04899978637696,19.76799964904785,19.13400077819824,21.947999954223643
2016-07-02 06:00:00,5.492000102996826,3.282000064849853,2.5230000019073486,1.4919999837875366,2.984999895095825,1.462000012397766,20.26000022888184,2016,7,2,6,5,19.74108338356018,1.476438277959464,22.229999542236328,20.75200080871582,21.10400009155273,20.68199920654297,21.17399978637696
2016-07-02 07:00:00,5.625999927520752,3.2149999141693115,2.486999988555908,1.4919999837875366,3.075999975204468,1.5230000019073486,21.10400009155273,2016,7,2,7,5,19.67075006167094,1.3604305261659235,20.26000022888184,21.38500022888184,19.69700050354004,18.71199989318848,22.79199981689453
2016-07-02 08:00:00,5.559000015258789,3.282000064849853,2.594000101089477,1.6699999570846558,2.924000024795532,1.5230000019073486,20.61199951171875,2016,7,2,8,5,19.62679171562195,1.3092031986561183,21.10400009155273,22.229999542236328,20.04899978637696,17.868000030517578,21.66699981689453
2016-07-02 09:00:00,5.223999977111816,3.2149999141693115,2.559000015258789,1.5640000104904177,2.6800000667572017,1.462000012397766,18.36100006103516,2016,7,2,9,5,19.66491675376892,1.255142243587832,20.61199951171875,20.26000022888184,20.75200080871582,18.009000778198242,17.445999145507812
2016-07-02 10:00:00,9.913000106811523,4.956999778747559,6.644999980926514,3.3050000667572017,3.0460000038146973,1.5529999732971191,20.96299934387207,2016,7,2,10,5,19.70591672261556,1.281639800796235,18.36100006103516,21.10400009155273,21.38500022888184,18.009000778198242,19.97900009155273
2016-07-02 11:00:00,11.788000106811523,5.425000190734863,8.173000335693361,2.5230000019073486,3.686000108718872,1.6749999523162842,19.41600036621093,2016,7,2,11,5,19.6766250928243,1.2798205624075256,20.96299934387207,20.61199951171875,22.229999542236328,19.76799964904785,20.11899948120117
2016-07-02 12:00:00,9.645000457763672,4.956999778747559,6.751999855041504,2.131999969482422,3.1070001125335693,1.8279999494552608,20.82299995422364,2016,7,2,12,5,19.74404176076253,1.2964047326125794,19.41600036621093,18.36100006103516,20.26000022888184,21.10400009155273,19.20499992370605
2016-07-02 13:00:00,10.381999969482422,5.760000228881836,7.461999893188477,2.559000015258789,2.984999895095825,1.7669999599456787,20.190000534057614,2016,7,2,13,5,19.811458428700764,1.27469380219402,20.82299995422364,20.96299934387207,21.10400009155273,19.69700050354004,18.57200050354004
2016-07-02 14:00:00,8.77400016784668,4.689000129699707,6.111999988555907,2.025000095367432,2.8940000534057617,1.919000029563904,21.315000534057614,2016,7,2,14,5,19.88475012779236,1.309461858076355,20.190000534057614,19.41600036621093,20.61199951171875,20.04899978637696,19.55599975585937
2016-07-02 15:00:00,10.449000358581545,5.1570000648498535,6.965000152587893,2.45199990272522,2.7720000743865967,1.7359999418258667,22.018999099731445,2016,7,2,15,5,20.081166744232178,1.258223040679243,21.315000534057614,20.82299995422364,18.36100006103516,20.75200080871582,17.305000305175778
2016-07-02 16:00:00,9.845999717712402,4.822999954223633,7.035999774932861,2.664999961853028,2.8940000534057617,1.7669999599456787,20.68199920654297,2016,7,2,16,5,20.13100004196167,1.2573100296939526,22.018999099731445,20.190000534057614,20.96299934387207,21.38500022888184,19.48600006103516
2016-07-02 17:00:00,9.913000106811523,4.822999954223633,6.894000053405763,2.41599988937378,3.2290000915527344,1.7359999418258667,25.465999603271484,2016,7,2,17,5,20.39483332633972,1.6439173322098826,20.68199920654297,21.315000534057614,19.41600036621093,22.229999542236328,19.13400077819824
2016-07-02 18:00:00,10.649999618530272,4.689000129699707,6.928999900817871,2.45199990272522,3.38100004196167,1.7970000505447388,25.88800048828125,2016,7,2,18,5,20.61175004641215,1.9904099314700248,25.465999603271484,22.018999099731445,20.82299995422364,20.26000022888184,20.68199920654297
2016-07-02 19:00:00,10.11400032043457,4.3540000915527335,6.644999980926514,1.812000036239624,3.1070001125335693,1.7359999418258667,27.85700035095215,2016,7,2,19,5,20.992791732152305,2.4363176412812257,25.88800048828125,20.68199920654297,20.190000534057614,21.10400009155273,18.71199989318848
2016-07-02 20:00:00,9.979999542236328,4.152999877929688,6.573999881744385,1.9539999961853027,3.4110000133514404,1.7669999599456787,27.295000076293945,2016,7,2,20,5,21.38558340072632,2.660258762248452,27.85700035095215,25.465999603271484,21.315000534057614,20.61199951171875,17.868000030517578
2016-07-02 21:00:00,9.3100004196167,4.2199997901916495,6.005000114440918,2.131999969482422,3.2290000915527344,1.8580000400543213,22.229999542236328,2016,7,2,21,5,21.561458349227905,2.565149577482813,27.295000076293945,25.88800048828125,22.018999099731445,18.36100006103516,18.009000778198242
2016-07-02 22:00:00,9.444000244140623,4.622000217437744,6.965000152587893,2.1679999828338623,2.9549999237060547,1.8580000400543213,21.947999954223643,2016,7,2,22,5,21.72558331489563,2.451466248698506,22.229999542236328,27.85700035095215,20.68199920654297,20.96299934387207,18.009000778198242
2016-07-02 23:00:00,9.444000244140623,4.287000179290772,6.822999954223633,2.559000015258789,2.58899998664856,1.7359999418258667,27.295000076293945,2016,7,2,23,5,22.03920833269755,2.662529112198814,21.947999954223643,27.295000076293945,25.465999603271484,19.41600036621093,19.76799964904785
2016-07-03 00:00:00,10.381999969482422,5.425000190734863,7.604000091552732,2.309999942779541,2.9549999237060547,1.6749999523162842,29.334999084472656,2016,7,3,0,6,22.38216662406921,3.0401620964688214,27.295000076293945,22.229999542236328,25.88800048828125,20.82299995422364,21.10400009155273
2016-07-03 01:00:00,9.779000282287598,5.223999977111816,6.716000080108643,2.8429999351501465,2.650000095367432,1.6749999523162842,26.02799987792969,2016,7,3,1,6,22.64595826466878,3.0715481614258304,29.334999084472656,21.947999954223643,27.85700035095215,20.190000534057614,19.69700050354004
2016-07-03 02:00:00,10.381999969482422,4.689000129699707,7.320000171661378,2.203000068664551,2.984999895095825,1.8580000400543213,24.34000015258789,2016,7,3,2,6,22.82474994659424,3.038519203783305,26.02799987792969,27.295000076293945,27.295000076293945,21.315000534057614,20.04899978637696
2016-07-03 03:00:00,9.779000282287598,4.152999877929688,6.822999954223633,1.9900000095367432,2.5280001163482666,1.6749999523162842,26.45000076293945,2016,7,3,3,6,23.06216661135356,3.0916657268997003,24.34000015258789,29.334999084472656,22.229999542236328,22.018999099731445,20.75200080871582
2016-07-03 04:00:00,10.717000007629396,4.75600004196167,7.355999946594237,2.806999921798706,2.650000095367432,1.7970000505447388,25.95800018310547,2016,7,3,4,6,23.25270827611288,3.124550390021036,26.45000076293945,26.02799987792969,21.947999954223643,20.68199920654297,21.38500022888184
2016-07-03 05:00:00,10.3149995803833,4.689000129699707,7.390999794006348,2.45199990272522,2.924000024795532,1.8580000400543213,24.05900001525879,2016,7,3,5,6,23.32891662915548,3.12082441947538,25.95800018310547,24.34000015258789,27.295000076293945,25.465999603271484,22.229999542236328
2016-07-03 06:00:00,12.592000007629396,5.223999977111816,8.670999526977539,2.203000068664551,3.7160000801086426,1.9490000009536743,25.32500076293945,2016,7,3,6,6,23.539958318074543,3.075193271025208,24.05900001525879,26.45000076293945,29.334999084472656,25.88800048828125,20.26000022888184
2016-07-03 07:00:00,11.119000434875488,4.622000217437744,7.888999938964844,2.8429999351501465,3.625,1.919000029563904,23.636999130249023,2016,7,3,7,6,23.64549994468689,3.0311061379202315,25.32500076293945,25.95800018310547,26.02799987792969,27.85700035095215,21.10400009155273
2016-07-03 08:00:00,10.649999618530272,4.421000003814697,7.035999774932861,2.025000095367432,3.594000101089477,1.919000029563904,26.3799991607666,2016,7,3,8,6,23.885833263397217,3.008712134081654,23.636999130249023,24.05900001525879,24.34000015258789,27.295000076293945,20.61199951171875
2016-07-03 09:00:00,10.04699993133545,4.2199997901916495,6.432000160217285,1.6699999570846558,3.686000108718872,1.9490000009536743,27.364999771118164,2016,7,3,9,6,24.26099991798401,2.846865839282598,26.3799991607666,25.32500076293945,26.45000076293945,22.229999542236328,18.36100006103516
