date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,-0.8995717496151345,-0.09966619563727243,-1.3229886641232265,-0.1444950507077452,1.2422742684404802,1.10533002633154,2.369896674723973
2016-07-01 01:00:00,-0.9338936790583734,-0.06681575286116273,-1.3531482911263784,-0.1641308475186555,1.1797301773876296,1.20104358784272,2.0189780075742743
2016-07-01 02:00:00,-1.0711810304298106,-0.23106814208871349,-1.4131856662705746,-0.20285699330943033,0.8054898940878631,0.7286511337230658,2.0189780075742743
2016-07-01 03:00:00,-1.08834193408451,-0.132516696862383,-1.4131856662705746,-0.18322119649851998,0.8362493191972584,0.9169905800273032,1.6681871560106107
2016-07-01 04:00:00,-1.0196983194657114,-0.132516696862383,-1.3531482911263784,-0.1444950507077452,0.8987936547042895,0.9169905800273032,1.2722525224435486
2016-07-01 05:00:00,-0.9510545827130732,-0.03396531008505348,-1.3430011225046252,-0.10576892117230736,1.086426416771202,1.20104358784272,1.1732688640517823
2016-07-01 06:00:00,-0.5563533101196216,0.3602405877182713,-1.1727542532306734,0.030045296755590364,2.0861085884161947,2.7046718496210462,1.3801881503152227
2016-07-01 08:00:00,-0.9682154863677729,0.39309103049438077,-1.082557251083325,0.2433117737543638,-0.03731918505379388,1.3893830341469573,1.2363165850150004
2016-07-01 09:00:00,-1.2253732929283498,0.1631376972656099,-1.2327916283748697,0.04913562948011791,-0.3192807041170119,1.20104358784272,0.6965103861477145
2016-07-01 10:00:00,-1.122407748866312,0.1631376972656099,-1.212779169993471,0.06877142629102821,-0.03731918505379388,1.5746348037330733,1.020445329271649
2016-07-01 11:00:00,-0.9167326532698342,0.1631376972656099,-1.152741761248266,0.06877142629102821,0.462009280351673,1.5746348037330733,1.0383492682314681
2016-07-01 12:00:00,-1.1910513634851108,0.1631376972656099,-1.2629512553780216,0.06877142629102821,-0.16240761161367534,1.6703483652442528,0.9214616708798832
2016-07-01 13:00:00,-1.1910513634851108,0.22883858281782885,-1.2728165787386758,0.28203790328980166,0.11852891106966403,1.9513136963415483,0.8405100109568456
2016-07-01 14:00:00,-1.08834193408451,0.3602405877182713,-1.082557251083325,0.3398544305711148,-0.44334388984283396,1.3893830341469573,0.9663495777883396
2016-07-01 15:00:00,-1.08834193408451,0.4587920329446017,-1.072691927722671,0.3398544305711148,-0.4125844647334378,1.6703483652442528,0.6784786316018604
2016-07-01 16:00:00,-1.311177933335688,0.09743669481538876,-1.2928290371200746,0.030045296755590364,-0.3818250396240426,1.5746348037330733,0.957397608308431
2016-07-01 17:00:00,-1.1738904598304112,0.06458625203927908,-1.3128414955014733,-0.008680832779847485,0.08674400067202907,1.5746348037330733,0.912381885813939
2016-07-01 18:00:00,-0.9510545827130732,0.3273901449421616,-1.0625447591009176,0.26240210647889134,0.08674400067202907,1.5746348037330733,1.1103489586745972
2016-07-01 19:00:00,-0.9853763900224726,0.39309103049438077,-1.082557251083325,0.26240210647889134,0.024199909619178256,1.762974250037311,0.8584139499166652
2016-07-01 20:00:00,-1.0196983194657114,0.39309103049438077,-1.082557251083325,0.26240210647889134,-0.13164818650427965,1.6703483652442528,0.7504783220449893
2016-07-01 21:00:00,-1.08834193408451,0.3602405877182713,-1.1025696758637151,0.26240210647889134,-0.3192807041170119,1.6703483652442528,0.7685103205137171
2016-07-01 22:00:00,-1.1567295561757114,0.3602405877182713,-1.152741761248266,0.2433117737543638,-0.3818250396240426,1.6703483652442528,0.7685103205137171
2016-07-01 23:00:00,-1.2082122671398106,0.3273901449421616,-1.1727542532306734,0.22367597694345348,-0.5376728912933197,1.5746348037330733,0.9934613613230122
2016-07-02 00:00:00,-1.054020126775111,0.4259415901684922,-1.012372673716367,0.32076409784658727,-0.5684323164027154,1.6703483652442528,1.1643168945718714
2016-07-02 01:00:00,-1.0711810304298106,0.39309103049438077,-0.9624824335929153,0.3398544305711148,-0.6627613178532016,1.3893830341469573,0.984381576257068
2016-07-02 02:00:00,-1.0711810304298106,0.4587920329446017,-0.9624824335929153,0.41730668964199047,-0.7253056533602322,1.3893830341469573,1.02939729875156
2016-07-02 03:00:00,-1.0711810304298106,0.4259415901684922,-0.952335264971162,0.41730668964199047,-0.8186091695224783,1.293669472635778,1.1193011720773807
2016-07-02 04:00:00,-1.2253732929283498,0.4259415901684922,-1.082557251083325,0.41730668964199047,-0.8186091695224783,1.293669472635778,1.2002528320004193
2016-07-02 05:00:00,-1.0025372936771724,0.5244930353948226,-0.9021631795866114,0.5340305423346868,-0.5684323164027154,1.4820089189400147,1.3083162754581288
2016-07-02 06:00:00,-0.9853763900224726,0.5244930353948226,-1.0625447591009176,0.41730668964199047,-0.006559759944398186,1.4820089189400147,1.0563812667001968
2016-07-02 07:00:00,-0.9510545827130732,0.4916424757207111,-1.072691927722671,0.41730668964199047,0.08674400067202907,1.6703483652442528,1.1643168945718714
2016-07-02 08:00:00,-0.9682154863677729,0.5244930353948226,-1.0425322671185104,0.5143947455237765,-0.069103850997249,1.6703483652442528,1.1013969891946875
2016-07-02 09:00:00,-1.054020126775111,0.4916424757207111,-1.0523975904791645,0.4565782832638112,-0.3192807041170119,1.4820089189400147,0.8135260430082087
2016-07-02 10:00:00,0.1469886021323456,1.345755039981577,0.09930561127670992,1.4061869130970033,0.055984575562632914,1.762974250037311,1.146284896103144
2016-07-02 11:00:00,0.6272384004716979,1.5752183367852168,0.5299964863759973,0.979653894078109,0.7121863779256167,2.1396531426457854,0.9484456388285202
2016-07-02 12:00:00,0.07834498751354671,1.345755039981577,0.12946520467885314,0.7663873845686616,0.11852891106966403,2.612045596765438,1.1283809571433259
2016-07-02 13:00:00,0.26711504984908313,1.7394707844617685,0.32958985569485805,0.9992896908890192,-0.006559759944398186,2.4237061504612023,1.0474292972202865
